"mu1" "mu2" "epsilon1.V1" "epsilon1.V2" "epsilon2.V1" "epsilon2.V2" "pi1" "pi2"
"V1" -0.0491725729809101 0.109899913621144 1.44903025767867 -0.1082540265822 1.74918683059822 -0.322881327689155 0.575 0.425
"V2" 1.97600535265319 -0.69601976061253 -0.1082540265822 0.8941746173787 -0.322881327689155 0.832019235732298 0.575 0.425
